"","region","population","sex","age","education","income","statusquo","vote"
"2078","Santiago",250000,"Female","35-44","Primary",7500,1.5877,"Yes"
"2079","Santiago",250000,"Female","35-44","Secondary",2500,0.80245,"No"
"2080","Santiago",250000,"Male","55-64","Primary",7500,-0.91383,"Undecided"
"2081","Santiago",250000,"Female","35-44","Secondary",35000,1.1425,"Yes"
"2082","Santiago",250000,"Male","65+","Primary",NA,1.3811,"Yes"
"2083","Santiago",250000,"Female","18-25","Post Secondary",35000,1.51515,"Yes"
"2084","Santiago",250000,"Female","35-44","Primary",75000,0.3898,"Yes"
"2085","Santiago",250000,"Male","18-25","Post Secondary",75000,1.40042,"Yes"
"2086","Santiago",250000,"Male","45-54","Secondary",35000,1.46885,"Yes"
"2087","Santiago",250000,"Female","18-25","Secondary",35000,-0.37796,NA
"2088","Santiago",250000,"Male","26-34","Secondary",75000,0.49205,NA
"2089","Santiago",250000,"Male","35-44","Secondary",125000,-1.2105,"No"
"2090","Santiago",250000,"Female","35-44","Secondary",7500,-0.93171,"No"
"2091","Santiago",250000,"Female","55-64","Primary",7500,1.37276,"Yes"
"2092","Santiago",250000,"Female","26-34","Secondary",15000,-1.29617,"Abstain"
"2093","Santiago",250000,"Male","55-64","Primary",7500,0.09968,"Yes"
"2094","Santiago",250000,"Male","18-25","Primary",15000,-1.10678,"No"
"2095","Santiago",250000,"Male","18-25","Primary",7500,-1.07069,"No"
"2096","Santiago",250000,"Male","26-34","Primary",7500,0.99912,"Yes"
"2097","Santiago",250000,"Female","35-44","Secondary",15000,-0.24978,"No"
"2098","Santiago",250000,"Male","65+","Primary",35000,-0.97492,"No"
"2099","Santiago",250000,"Female","55-64","Post Secondary",15000,-1.06935,"Abstain"
"2100","Santiago",250000,"Female","45-54","Secondary",75000,0.15413,"Yes"
"2101","Santiago",250000,"Female","18-25","Secondary",35000,-0.73822,"Undecided"
"2102","Santiago",250000,"Male","18-25","Primary",15000,-1.26247,"No"
"2103","Santiago",250000,"Female","55-64","Primary",2500,-1.18602,"Abstain"
"2104","Santiago",250000,"Male","35-44","Primary",35000,-0.16244,"Undecided"
"2105","Santiago",250000,"Male","55-64","Primary",7500,-0.97169,"Undecided"
"2106","Santiago",250000,"Female","18-25","Primary",7500,0.87023,"Yes"
"2107","Santiago",250000,"Male","18-25","Secondary",35000,1.1763,"Undecided"
"2108","Santiago",250000,"Male","45-54","Primary",35000,0.20171,"Yes"
"2109","Santiago",250000,"Female","35-44","Secondary",35000,-1.29617,"No"
"2110","Santiago",250000,"Female","65+","Primary",35000,-1.29617,"No"
"2111","Santiago",250000,"Male","55-64","Primary",75000,1.55399,"Yes"
"2112","Santiago",250000,"Female","26-34","Secondary",15000,-0.92834,"Abstain"
"2113","Santiago",250000,"Female","35-44","Secondary",NA,0.51284,"Undecided"
"2114","Santiago",250000,"Male","26-34","Secondary",15000,1.16822,"Yes"
"2115","Santiago",250000,"Female","26-34","Secondary",75000,-0.78516,"Undecided"
"2116","Santiago",250000,"Male","18-25","Secondary",15000,-0.67418,"Yes"
"2117","Santiago",250000,"Male","55-64","Primary",35000,1.27849,"Yes"
"2118","Santiago",250000,"Female","26-34","Secondary",75000,1.40361,"Yes"
"2119","Santiago",250000,"Female","45-54","Primary",15000,-0.05921,"Undecided"
"2120","Santiago",250000,"Female","45-54","Primary",35000,-1.03643,"Abstain"
"2121","Santiago",250000,"Male","55-64","Primary",7500,-0.20918,NA
"2122","Santiago",250000,"Female","18-25","Secondary",35000,-1.15795,"No"
"2123","Santiago",250000,"Male","65+","Primary",7500,-1.25795,"No"
"2124","Santiago",250000,"Male","26-34","Post Secondary",35000,-1.21777,"No"
"2125","Santiago",250000,"Female","45-54","Primary",15000,-1.22954,"Undecided"
"2126","Santiago",250000,"Female","18-25","Post Secondary",15000,-1.14049,"No"
"2127","Santiago",250000,"Male","18-25","Secondary",35000,-1.25795,"No"
"2128","Santiago",250000,"Female","45-54",NA,15000,-1.29617,"No"
"2129","Santiago",250000,"Female","55-64","Primary",7500,1.37986,"Undecided"
"2130","Santiago",250000,"Male","65+","Primary",15000,-1.2629,"Undecided"
"2131","Santiago",250000,"Female","18-25","Primary",7500,-0.26963,"No"
"2132","Santiago",250000,"Male","35-44","Primary",15000,0.16466,"Undecided"
"2133","Santiago",250000,"Male","18-25","Secondary",7500,-0.79979,"Yes"
"2134","Santiago",250000,"Male","35-44","Primary",75000,1.44541,"Yes"
"2135","Santiago",250000,"Female","45-54","Primary",35000,-1.06673,"Undecided"
"2136","Santiago",250000,"Female","55-64","Primary",7500,0.11796,"Undecided"
"2137","Santiago",250000,"Female","18-25","Secondary",35000,-1.16369,"No"
"2138","Santiago",250000,"Female","45-54","Primary",15000,1.42782,"Undecided"
"2139","Santiago",250000,"Male","35-44","Primary",15000,0.50129,"No"
"2140","Santiago",250000,"Male","18-25","Secondary",35000,1.25589,"Yes"
"2141","Santiago",250000,"Female","35-44","Primary",35000,-0.97614,"No"
"2142","Santiago",250000,"Female","35-44","Primary",7500,1.54808,"Yes"
"2143","Santiago",250000,"Male","26-34","Secondary",7500,0.19955,"No"
"2144","Santiago",250000,"Male","45-54","Primary",35000,1.51515,"Yes"
"2145","Santiago",250000,"Male","35-44","Primary",2500,0.51876,"Abstain"
"2146","Santiago",250000,"Female","26-34","Primary",7500,-0.05572,"Abstain"
"2147","Santiago",250000,"Female","55-64","Primary",2500,0.19502,"Undecided"
"2148","Santiago",250000,"Male","26-34","Secondary",15000,-0.86034,"Abstain"
"2149","Santiago",250000,"Female","45-54","Primary",15000,0.96365,"Yes"
"2150","Santiago",250000,"Male","35-44","Secondary",2500,-0.96979,"Undecided"
"2151","Santiago",250000,"Female","18-25","Secondary",15000,1.05131,"Yes"
"2152","Santiago",250000,"Male","18-25","Secondary",15000,-0.88433,"No"
"2153","Santiago",250000,"Female","35-44","Primary",15000,-1.20559,"Undecided"
"2154","Santiago",250000,"Male","35-44","Secondary",7500,-0.07422,"Undecided"
"2155","Santiago",250000,"Male","45-54","Primary",15000,-1.1008,"No"
"2156","Santiago",250000,"Female","18-25","Primary",7500,-1.21974,"No"
"2157","Santiago",250000,"Female","55-64","Primary",15000,-1.11727,"Undecided"
"2158","Santiago",250000,"Male","18-25","Secondary",35000,0.39838,"Undecided"
"2159","Santiago",250000,"Female","55-64","Primary",2500,-1.19286,"No"
"2160","Santiago",250000,"Male","65+","Primary",7500,0.18178,"Undecided"
"2161","Santiago",250000,"Female","18-25","Secondary",15000,0.10006,"Undecided"
"2162","Santiago",250000,"Female","45-54","Primary",15000,0.14497,"Undecided"
"2163","Santiago",250000,"Male","35-44","Primary",35000,-1.21834,"No"
"2164","Santiago",250000,"Male","55-64","Primary",35000,-1.21834,"No"
"2165","Santiago",250000,"Male","18-25","Secondary",35000,1.12067,"Yes"
"2166","Santiago",250000,"Female","18-25","Secondary",15000,-1.10757,NA
"2167","Santiago",250000,"Female","35-44","Primary",35000,0.33514,"Yes"
"2168","Santiago",250000,"Male","18-25","Secondary",35000,-1.21834,"No"
"2169","Santiago",250000,"Male","45-54","Primary",15000,-1.21834,"No"
"2170","Santiago",250000,"Male","35-44","Secondary",15000,-1.04094,"Yes"
"2171","Santiago",250000,"Male","35-44","Secondary",35000,1.04274,"Undecided"
"2172","Santiago",250000,"Male","35-44","Secondary",15000,-1.18151,"No"
"2173","Santiago",250000,"Female","18-25","Secondary",7500,-1.29617,"No"
"2174","Santiago",250000,"Male","18-25","Post Secondary",15000,-0.91941,"No"
"2175","Santiago",250000,"Female","55-64","Primary",7500,1.5368,"Yes"
"2176","Santiago",250000,"Female","45-54","Secondary",35000,1.47476,"Yes"
"2177","Santiago",250000,"Male","45-54","Secondary",35000,-1.0444,"No"
"2178","Santiago",250000,"Female","18-25","Secondary",NA,-1.05006,"No"
"2179","Santiago",250000,"Male","18-25","Secondary",35000,-1.14719,"No"
"2180","Santiago",250000,"Male","55-64","Primary",35000,0.20745,"Yes"
"2181","Santiago",250000,"Female","35-44","Primary",35000,-1.17871,"No"
"2182","Santiago",250000,"Female","26-34","Secondary",15000,0.93119,"Yes"
"2183","Santiago",250000,"Male","18-25","Secondary",7500,1.18721,"Undecided"
"2184","Santiago",250000,"Male","35-44","Primary",15000,-0.92939,"Undecided"
"2185","Santiago",250000,"Male","26-34","Secondary",15000,1.18527,"Undecided"
"2186","Santiago",250000,"Female","18-25","Secondary",7500,1.1535,"Undecided"
"2187","Santiago",250000,"Female","45-54","Primary",15000,-1.29617,"No"
"2188","Santiago",250000,"Male","18-25","Secondary",35000,1.23212,"Yes"
"2189","Santiago",250000,"Male","35-44","Primary",15000,1.29875,"Yes"
"2190","Santiago",250000,"Male","65+","Primary",15000,-0.91715,"Undecided"
"2191","Santiago",250000,"Male","55-64","Primary",15000,-1.29617,"Abstain"
"2192","Santiago",250000,"Female","35-44","Primary",15000,-0.29711,"Undecided"
"2193","Santiago",250000,"Female","35-44","Primary",15000,-0.76404,"No"
"2194","Santiago",250000,"Male","65+","Primary",2500,1.54947,"Yes"
"2195","Santiago",250000,"Male","26-34","Secondary",15000,-0.14864,"Abstain"
"2196","Santiago",250000,"Male","35-44","Primary",15000,-0.45208,"No"
"2197","Santiago",250000,"Female","26-34","Secondary",15000,-1.29617,"No"
"2198","Santiago",250000,"Female","55-64","Secondary",15000,0.9196,NA
"2199","Santiago",250000,"Female","45-54","Secondary",15000,-1.25656,"Abstain"
"2200","Santiago",250000,"Male","18-25","Secondary",15000,-0.42745,"No"
"2201","Santiago",250000,"Male","26-34","Post Secondary",75000,-1.17723,"No"
"2202","Santiago",250000,"Female","55-64","Secondary",125000,-1.27876,"Abstain"
"2203","Santiago",250000,"Female","18-25","Secondary",7500,-0.36225,"Abstain"
"2204","Santiago",250000,"Male","35-44","Post Secondary",75000,1.44593,"Yes"
"2205","Santiago",250000,"Male","55-64","Primary",35000,1.28789,NA
"2206","Santiago",250000,"Female","26-34","Secondary",15000,-0.60491,"Yes"
"2207","Santiago",250000,"Female","26-34","Post Secondary",35000,-0.67038,"No"
"2208","Santiago",250000,"Female","45-54","Primary",35000,1.3309,"Yes"
"2209","Santiago",250000,"Male","45-54","Post Secondary",35000,-1.02895,"No"
"2210","Santiago",250000,"Male","18-25","Post Secondary",15000,-0.55476,"No"
"2211","Santiago",250000,"Female","18-25","Primary",15000,-1.10496,"Undecided"
"2212","Santiago",250000,"Female","35-44","Primary",7500,-0.39733,"No"
"2213","Santiago",250000,"Female","45-54","Secondary",35000,-1.29617,"No"
"2214","Santiago",250000,"Male","18-25","Primary",7500,-1.29617,"No"
"2215","Santiago",250000,"Male","35-44","Primary",7500,-1.14103,"No"
"2216","Santiago",250000,"Female","26-34","Post Secondary",7500,-0.90906,"No"
"2217","Santiago",250000,"Male","65+","Primary",75000,-1.10507,"Undecided"
"2218","Santiago",250000,"Female","35-44","Primary",35000,-0.98083,"Undecided"
"2219","Santiago",250000,"Female","35-44","Secondary",15000,-1.29617,"No"
"2220","Santiago",250000,"Male","18-25","Post Secondary",15000,-1.2307,"No"
"2221","Santiago",250000,"Male","65+","Post Secondary",35000,0.1054,NA
"2222","Santiago",250000,"Male","26-34","Post Secondary",125000,-1.29617,"No"
"2223","Santiago",250000,"Male","45-54","Primary",NA,1.40039,"Yes"
"2224","Santiago",250000,"Female","55-64","Primary",35000,0.93995,"Undecided"
"2225","Santiago",250000,"Female","26-34","Secondary",15000,-0.30841,"Undecided"
"2226","Santiago",250000,"Female","65+","Secondary",35000,0.26058,"Undecided"
"2227","Santiago",250000,"Female","26-34","Post Secondary",35000,-0.8623,"Undecided"
"2228","Santiago",250000,"Female","65+","Primary",15000,0.64595,"Undecided"
"2229","Santiago",250000,"Male","45-54","Secondary",35000,1.53157,"Yes"
"2230","Santiago",250000,"Male","18-25","Secondary",75000,-0.65243,"Undecided"
"2231","Santiago",250000,"Male","65+","Secondary",200000,1.48145,"Yes"
"2232","Santiago",250000,"Male","55-64","Secondary",35000,1.3368,"Yes"
"2233","Santiago",250000,"Female","18-25","Secondary",35000,-0.10004,"Abstain"
"2234","Santiago",250000,"Female","35-44","Secondary",15000,-0.75506,"Undecided"
"2235","Santiago",250000,"Male","18-25","Post Secondary",35000,-0.92939,"No"
"2236","Santiago",250000,"Male","18-25","Secondary",125000,-1.04221,"No"
"2237","Santiago",250000,"Female","45-54","Primary",15000,-0.36198,"Undecided"
"2238","Santiago",250000,"Female","18-25","Secondary",35000,-0.79353,"No"
"2239","Santiago",250000,"Male","35-44","Post Secondary",75000,1.5877,"Yes"
"2240","Santiago",250000,"Female","65+","Post Secondary",75000,0.07535,"Undecided"
"2241","Santiago",250000,"Female","35-44","Secondary",75000,0.04202,"Abstain"
"2242","Santiago",250000,"Female","26-34","Secondary",15000,-1.25656,"No"
"2243","Santiago",250000,"Male","26-34","Secondary",NA,1.26582,NA
"2244","Santiago",250000,"Male","55-64","Secondary",75000,-1.10502,"No"
"2245","Santiago",250000,"Male","35-44","Secondary",35000,0.04743,"Undecided"
"2246","Santiago",250000,"Female","55-64","Primary",15000,1.5877,"Yes"
"2247","Santiago",250000,"Female","18-25","Post Secondary",35000,-1.29617,"No"
"2248","Santiago",250000,"Male","18-25","Post Secondary",7500,-1.21974,"No"
"2249","Santiago",250000,"Female","45-54","Primary",15000,0.1906,"Abstain"
"2250","Santiago",250000,"Male","45-54","Secondary",75000,-0.92313,NA
"2251","Santiago",250000,"Female","55-64","Secondary",35000,-0.74848,"Abstain"
"2252","Santiago",250000,"Male","65+","Secondary",35000,-1.25795,"No"
"2253","Santiago",250000,"Female","26-34","Secondary",35000,-1.10757,"No"
"2254","Santiago",250000,"Male","55-64","Secondary",75000,1.40361,"Yes"
"2255","Santiago",250000,"Male","18-25","Secondary",15000,-1.25795,"No"
"2256","Santiago",250000,"Female","18-25","Secondary",35000,-0.44948,"No"
"2257","Santiago",250000,"Female","45-54","Primary",15000,-1.14049,"No"
"2258","Santiago",250000,"Female","65+","Secondary",7500,-0.11911,"No"
"2259","Santiago",250000,"Male","65+","Primary",75000,-1.08055,"No"
"2260","Santiago",250000,"Male","26-34","Primary",15000,0.69205,"Undecided"
"2261","Santiago",250000,"Female","45-54","Secondary",15000,1.01625,"Yes"
"2262","Santiago",250000,"Female","55-64","Secondary",75000,-1.29617,"No"
"2263","Santiago",250000,"Female","18-25","Secondary",35000,-1.25795,"No"
"2264","Santiago",250000,"Male","45-54","Secondary",15000,0.57007,"Yes"
"2265","Santiago",250000,"Male","26-34","Secondary",15000,-1.18323,"No"
"2266","Santiago",250000,"Male","35-44","Secondary",7500,-1.29617,"No"
"2267","Santiago",250000,"Female","55-64","Primary",35000,-1.29617,"No"
"2268","Santiago",250000,"Male","18-25","Secondary",15000,-0.81078,"No"
"2269","Santiago",250000,"Female","65+","Primary",7500,-0.99558,"No"
"2270","Santiago",250000,"Female","26-34","Secondary",15000,-1.29617,"No"
"2271","Santiago",250000,"Male","55-64","Primary",7500,-1.29617,"No"
"2272","Santiago",250000,"Male","18-25","Post Secondary",35000,-1.18011,"No"
"2273","Santiago",250000,"Female","18-25","Post Secondary",35000,-1.29617,"No"
"2274","Santiago",250000,"Female","55-64","Secondary",15000,-0.32866,"Undecided"
"2275","Santiago",250000,"Female","45-54","Secondary",75000,-1.14579,"No"
"2276","Santiago",250000,"Female","26-34","Secondary",15000,-0.78735,"Yes"
"2277","Santiago",250000,"Female","45-54","Primary",7500,-1.03937,"Undecided"
"2278","Santiago",250000,"Male","45-54","Secondary",15000,-1.14049,"No"
"2279","Santiago",250000,"Male","26-34","Secondary",15000,-0.9353,"No"
"2280","Santiago",250000,"Female","35-44","Primary",35000,-1.18011,"No"
"2281","Santiago",250000,"Female","18-25","Secondary",35000,0.13025,"No"
"2282","Santiago",250000,"Male","26-34","Secondary",75000,0.27062,"Undecided"
"2283","Santiago",250000,"Female","35-44","Post Secondary",35000,-1.14049,"No"
"2284","Santiago",250000,"Male","55-64","Secondary",75000,-1.00723,"Undecided"
"2285","Santiago",250000,"Male","35-44","Post Secondary",75000,-1.29617,"Abstain"
"2286","Santiago",250000,"Male","35-44","Post Secondary",125000,-1.02263,"No"
"2287","Santiago",250000,"Female","35-44","Secondary",75000,-0.92939,"Undecided"
"2288","Santiago",250000,"Female","26-34","Post Secondary",75000,-1.29617,"Undecided"
"2289","Santiago",250000,"Male","35-44","Secondary",75000,-0.01265,"Undecided"
"2290","Santiago",250000,"Female","35-44","Post Secondary",35000,-1.29617,"No"
"2291","Santiago",250000,"Male","35-44","Primary",15000,-1.23032,"No"
"2292","Santiago",250000,"Male","26-34","Secondary",35000,-0.89647,"Undecided"
"2293","Santiago",250000,"Female","18-25","Secondary",35000,-1.00607,"Undecided"
"2294","Santiago",250000,"Female","55-64","Primary",35000,1.32047,"Yes"
"2295","Santiago",250000,"Male","45-54","Primary",35000,-1.21834,"No"
"2296","Santiago",250000,"Female","45-54","Secondary",7500,-1.04094,"No"
"2297","Santiago",250000,"Female","18-25","Secondary",35000,-1.29617,"No"
"2298","Santiago",250000,"Female","35-44","Post Secondary",15000,-0.95617,"Undecided"
"2299","Santiago",250000,"Male","45-54","Primary",35000,-1.14049,"No"
"2300","Santiago",250000,"Male","18-25","Secondary",35000,-1.21834,"No"
"2301","Santiago",250000,"Female","18-25","Secondary",15000,-0.64023,"Undecided"
"2302","Santiago",250000,"Female","35-44","Primary",35000,0.1869,"Undecided"
"2303","Santiago",250000,"Male","18-25","Primary",35000,-1.29617,"No"
"2304","Santiago",250000,"Male","45-54","Primary",7500,0.51408,"Undecided"
"2305","Santiago",250000,"Male","35-44","Secondary",15000,-0.37943,"Undecided"
"2306","Santiago",250000,"Female","18-25","Secondary",15000,-0.68396,"No"
"2307","Santiago",250000,"Male","35-44","Primary",35000,-1.105,"No"
"2308","Santiago",250000,"Male","18-25","Primary",15000,-1.29617,"No"
"2309","Santiago",250000,"Female","55-64","Primary",15000,-0.16141,"Yes"
"2310","Santiago",250000,"Female","35-44","Primary",7500,1.4612,"Undecided"
"2311","Santiago",250000,"Female","26-34","Secondary",75000,-0.61249,"No"
"2312","Santiago",250000,"Male","35-44","Secondary",35000,0.95428,"Undecided"
"2313","Santiago",250000,"Female","35-44","Post Secondary",75000,-0.49725,"No"
"2314","Santiago",250000,"Male","65+","Secondary",75000,0.61694,"Yes"
"2315","Santiago",250000,"Male","26-34","Secondary",75000,-0.90783,"No"
"2316","Santiago",250000,"Female","65+","Secondary",75000,1.5877,"Yes"
"2317","Santiago",250000,"Female","35-44","Primary",15000,-0.00248,"Undecided"
"2318","Santiago",250000,"Male","18-25","Post Secondary",75000,0.82279,"Yes"
"2319","Santiago",250000,"Female","26-34","Secondary",125000,0.86028,"Yes"
"2320","Santiago",250000,"Male","55-64","Secondary",125000,1.54808,"Yes"
"2321","Santiago",250000,"Female","55-64","Primary",35000,1.2102,NA
"2322","Santiago",250000,"Male","26-34","Secondary",75000,0.4505,"No"
"2323","Santiago",250000,"Male","35-44","Post Secondary",35000,-1.07812,"No"
"2324","Santiago",250000,"Female","26-34","Post Secondary",125000,-1.21834,"No"
"2325","Santiago",250000,"Female","35-44","Post Secondary",125000,-0.97431,"Undecided"
"2326","Santiago",250000,"Male","45-54","Post Secondary",35000,-0.89595,"No"
"2327","Santiago",250000,"Male","18-25","Secondary",15000,-0.42948,"No"
"2328","Santiago",250000,"Female","35-44","Secondary",15000,1.5877,"Yes"
"2329","Santiago",250000,"Female","18-25","Secondary",200000,-1.21834,"No"
"2330","Santiago",250000,"Male","45-54","Secondary",125000,-0.77762,"No"
"2331","Santiago",250000,"Male","55-64","Secondary",15000,0.15666,NA
"2332","Santiago",250000,"Male","45-54","Primary",15000,-1.29617,"No"
"2333","Santiago",250000,"Female","55-64","Primary",15000,-1.07801,"Undecided"
"2334","Santiago",250000,"Male","18-25","Secondary",15000,-0.57538,"Yes"
"2335","Santiago",250000,"Female","26-34","Secondary",35000,-1.23667,"No"
"2336","Santiago",250000,"Female","26-34","Secondary",15000,-0.4905,"Undecided"
"2337","Santiago",250000,"Female","35-44","Secondary",35000,0.56853,"Undecided"
"2338","Santiago",250000,"Male","35-44","Primary",35000,-1.29617,"No"
"2339","Santiago",250000,"Female","35-44","Secondary",7500,-1.29617,NA
"2340","Santiago",250000,"Male","18-25","Secondary",75000,0.12997,"Yes"
"2341","Santiago",250000,"Female","35-44","Secondary",125000,0.59566,"Yes"
"2342","Santiago",250000,"Male","18-25","Secondary",125000,-1.04094,"Abstain"
"2343","Santiago",250000,"Female","26-34","Post Secondary",35000,-1.2164,"No"
"2344","Santiago",250000,"Male","35-44","Post Secondary",75000,-1.21834,"No"
"2345","Santiago",250000,"Female","18-25","Post Secondary",35000,1.47725,"Yes"
"2346","Santiago",250000,"Female","45-54","Post Secondary",35000,-1.21695,"No"
"2347","Santiago",250000,"Male","18-25","Secondary",125000,-1.21923,"Undecided"
"2348","Santiago",250000,"Male","35-44","Post Secondary",200000,-1.19755,"No"
"2349","Santiago",250000,"Male","35-44","Post Secondary",125000,-1.29617,"No"
"2350","Santiago",250000,"Female","26-34","Post Secondary",200000,-1.14799,"No"
"2351","Santiago",250000,"Female","18-25","Post Secondary",125000,0.12788,"Abstain"
"2352","Santiago",250000,"Female","45-54","Secondary",200000,-1.07456,"No"
"2353","Santiago",250000,"Male","35-44","Post Secondary",15000,-0.79562,"No"
"2354","Santiago",250000,"Female","45-54","Post Secondary",125000,-0.89052,"No"
"2355","Santiago",250000,"Male","26-34","Post Secondary",35000,0.49274,"Yes"
"2356","Santiago",250000,"Male","35-44","Secondary",125000,-1.01959,"No"
"2357","Santiago",250000,"Female","18-25","Post Secondary",200000,-0.70916,"Yes"
"2358","Santiago",250000,"Male","18-25","Secondary",75000,-0.2023,"No"
"2359","Santiago",250000,"Female","45-54","Secondary",75000,0.79215,"Yes"
"2360","Santiago",250000,"Female","55-64","Secondary",7500,0.34139,"Undecided"
"2361","Santiago",250000,"Female","35-44","Primary",15000,-0.98019,"Undecided"
"2362","Santiago",250000,"Female","18-25","Secondary",35000,1.35051,"Undecided"
"2363","Santiago",250000,"Male","35-44","Primary",35000,0.80029,"Undecided"
"2364","Santiago",250000,"Male","35-44","Primary",35000,1.10941,NA
"2365","Santiago",250000,"Male","35-44","Secondary",35000,0.56362,"Undecided"
"2366","Santiago",250000,"Male","45-54","Primary",2500,-0.76673,"Undecided"
"2367","Santiago",250000,"Male","18-25","Primary",15000,0.81038,"No"
"2368","Santiago",250000,"Female","55-64","Primary",15000,1.17809,"Yes"
"2369","Santiago",250000,"Female","35-44","Primary",2500,0.19986,"Undecided"
"2370","Santiago",250000,"Female","18-25","Secondary",7500,-1.28924,"No"
"2371","Santiago",250000,"Male","45-54","Primary",15000,-0.25284,"Yes"
"2372","Santiago",250000,"Female","18-25","Secondary",15000,-1.11716,"No"
"2373","Santiago",250000,"Female","35-44","Post Secondary",35000,1.51307,"Yes"
"2374","Santiago",250000,"Female","55-64","Post Secondary",35000,0.8355,"Yes"
"2375","Santiago",250000,"Male","18-25","Secondary",35000,-1.10496,"No"
"2376","Santiago",250000,"Male","18-25","Primary",7500,-1.14301,"No"
"2377","Santiago",250000,"Female","18-25","Primary",15000,0.4373,"Yes"
"2378","Santiago",250000,"Female","45-54","Primary",7500,-1.20796,"Undecided"
"2379","Santiago",250000,"Male","45-54","Secondary",7500,-0.54071,"Yes"
"2380","Santiago",250000,"Male","35-44","Post Secondary",35000,1.45597,"Yes"
"2381","Santiago",250000,"Female","45-54","Primary",35000,1.49042,NA
"2382","Santiago",250000,"Female","26-34","Secondary",15000,0.28981,"Undecided"
"2383","Santiago",250000,"Male","18-25","Secondary",35000,-0.70525,"No"
"2384","Santiago",250000,"Male","45-54","Primary",15000,1.3991,"Yes"
"2385","Santiago",250000,"Female","35-44","Primary",15000,-0.88148,"Undecided"
"2386","Santiago",250000,"Male","35-44","Primary",35000,1.09571,"Undecided"
"2387","Santiago",250000,"Female","45-54","Secondary",7500,-1.07386,"Undecided"
"2388","Santiago",250000,"Male","18-25","Secondary",15000,-0.40275,"No"
"2389","Santiago",250000,"Female","18-25","Secondary",15000,-1.15838,"Undecided"
"2390","Santiago",250000,"Male","65+","Primary",15000,1.48678,"Yes"
"2391","Santiago",250000,"Male","35-44","Secondary",15000,0.20902,"Abstain"
"2392","Santiago",250000,"Female","35-44","Primary",15000,0.03978,"Undecided"
"2393","Santiago",250000,"Female","35-44","Secondary",15000,-1.21834,"No"
"2394","Santiago",250000,"Female","18-25","Secondary",15000,-0.58372,"No"
"2395","Santiago",250000,"Male","26-34","Secondary",35000,-0.65956,"No"
"2396","Santiago",250000,"Male","55-64","Primary",2500,0.81317,"Yes"
"2397","Santiago",250000,"Male","35-44","Secondary",35000,-1.2727,"Undecided"
"2398","Santiago",250000,"Male","18-25","Secondary",15000,-0.31678,"Yes"
"2399","Santiago",250000,"Female","18-25","Secondary",15000,-1.21974,"No"
"2400","Santiago",250000,"Female","35-44","Secondary",15000,-0.78437,"Undecided"
"2401","Santiago",250000,"Female","55-64","Primary",35000,0.19019,"Yes"
"2402","Santiago",250000,"Female","18-25","Secondary",35000,-1.25795,"No"
"2403","Santiago",250000,"Male","35-44","Secondary",200000,-0.7933,"No"
"2404","Santiago",250000,"Male","18-25","Post Secondary",75000,-1.11878,"No"
"2405","Santiago",250000,"Male","35-44","Post Secondary",200000,1.2692,"Yes"
"2406","Santiago",250000,"Male","18-25","Secondary",200000,0.53171,"No"
"2407","Santiago",250000,"Female","26-34","Secondary",75000,-0.16923,"Undecided"
"2408","Santiago",250000,"Female","18-25","Secondary",125000,-1.1464,"No"
"2409","Santiago",250000,"Female","35-44","Secondary",75000,-0.08924,"Abstain"
"2410","Santiago",250000,"Male","35-44","Post Secondary",75000,1.16774,"Yes"
"2411","Santiago",250000,"Female","26-34","Post Secondary",200000,-1.10282,"No"
"2412","Santiago",250000,"Male","26-34","Post Secondary",125000,-1.21974,"No"
"2413","Santiago",250000,"Male","55-64","Secondary",75000,0.49426,"No"
"2414","Santiago",250000,"Female","35-44","Post Secondary",75000,0.18235,"Yes"
"2415","Santiago",250000,"Male","35-44","Secondary",125000,0.51557,"No"
"2416","Santiago",250000,"Male","26-34","Post Secondary",200000,-0.87064,"No"
"2417","Santiago",250000,"Male","65+","Secondary",125000,1.38413,"Yes"
"2418","Santiago",250000,"Female","26-34","Secondary",200000,-0.65985,"No"
"2419","Santiago",250000,"Female","55-64","Secondary",125000,0.8853,"Undecided"
"2420","Santiago",250000,"Female","35-44","Secondary",125000,1.55399,"Yes"
"2421","Santiago",250000,"Female","18-25","Post Secondary",35000,-1.01283,"No"
"2422","Santiago",250000,"Female","55-64","Post Secondary",15000,-1.29617,"No"
"2423","Santiago",250000,"Female","35-44","Post Secondary",125000,-0.68084,"No"
"2424","Santiago",250000,"Male","35-44","Post Secondary",75000,0.91259,"Yes"
"2425","Santiago",250000,"Male","55-64","Secondary",200000,0.04134,NA
"2426","Santiago",250000,"Male","26-34","Post Secondary",75000,-0.83829,"No"
"2427","Santiago",250000,"Female","18-25","Post Secondary",200000,1.40361,"Yes"
"2428","Santiago",250000,"Female","18-25","Post Secondary",125000,-1.04256,"No"
"2429","Santiago",250000,"Female","45-54","Post Secondary",200000,0.92804,NA
"2430","Santiago",250000,"Male","35-44","Post Secondary",125000,-1.29617,"No"
"2431","Santiago",250000,"Male","55-64","Post Secondary",75000,1.55477,"Yes"
"2432","Santiago",250000,"Male","26-34","Post Secondary",125000,0.54349,"No"
"2433","Santiago",250000,"Female","26-34","Post Secondary",200000,0.86287,"Yes"
"2434","Santiago",250000,"Female","55-64","Post Secondary",200000,1.39831,"Yes"
"2435","Santiago",250000,"Female","35-44","Post Secondary",200000,1.04278,"Yes"
